title,info,km,year,color,brand,motor,Chassis,body,ensurance,gearbox,sale,description,link,FrontChassis,backChassis,price,expo,fair
پراید ۱۳۱ مدل ۹۷,۱ ساعت پیش در تبریز | سواری و وانت,۹۸٬۰۰۰,۱۳۹۷,سفید,پراید 131 SE,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۲ ماه,دنده‌ای,نقدی,"لاستیک جلو نوع عقب ۸۰٪
یک خط جزئی در گلگیر عقب که در عکس هم مشخص شده.",https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%DB%B1%DB%B3%DB%B1-%D9%85%D8%AF%D9%84-%DB%B9%DB%B7_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYvqzcS-,,,,,
پراید 131 SE، مدل ۱۳۹۵,۱ ساعت پیش در تبریز | سواری و وانت,۱۳۰٬۰۰۰,۱۳۹۵,سفید,پراید 131 SE,سالم,سالم و پلمپ,خط و خش جزیی,۱۱ ماه,دنده‌ای,,"تک گانه
یک گیلگیر رنگ
بیمه ۱۱ماه
تایر جلو ۱۰۰عقب۶۰
فنی سالم 
لطفا خریدار تماس بگیره تخفیف پای معامله 
لطفا برای خرید تماس بگیرین وقت هم دیگرو نگیریم 
سند آمده انتقال",https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-131-se-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B9%DB%B5_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYvqz9xE,,,۱۳۵٬۰۰۰٬۰۰۰ تومان,,
پراید صندوق‌دار CNG، مدل ۱۳۷۹,۱ ساعت پیش در تبریز | سواری و وانت,۲۰۲٬۰۰۰,۱۳۷۹,سفید,پراید صندوق‌دار CNG,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,دنده‌ای,نقدی,با سلام ماشین کاملا در حد صفر بدون کوچکترین ایراد زیر سقف رنگ پایه‌ها بدون رنگ موتور در حد صفر بدون خط و خش لطفا مشتری واقعی تماس بگیرند,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D8%AF%D8%A7%D8%B1-cng-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B7%DB%B9_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYvmzD5Y,,,,,
پراید صندوق‌دار CNG، مدل ۱۳۷۶,۱ ساعت پیش در تبریز | سواری و وانت,۱۲۰٬۰۰۰,۱۳۷۶,سفید,پراید صندوق‌دار CNG,سالم,سالم و پلمپ,دوررنگ,۱۲ ماه,دنده‌ای,نقدی,پراید مدل ۷۶ کالبراتش نیاز به تنظیم داره تایرهای جلو نو عقب ۵۰ درصد,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D8%AF%D8%A7%D8%B1-cng-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B7%DB%B6_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYvqDGpO,,,,,
پراید صندوق‌دار CNG، مدل ۱۳۸۳,۱ ساعت پیش در تبریز | سواری و وانت,۳۹۸٬۶۲۸,۱۳۸۳,سرمه‌ای,پراید صندوق‌دار CNG,سالم,سالم و پلمپ,خط و خش جزیی,۱ ماه,دنده‌ای,نقدی,ماشین سرحالی هس بدون ایراد,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D8%AF%D8%A7%D8%B1-cng-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B8%DB%B3_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYkCnfwQ,,,,,
وانت پراید 151 SL، مدل ۱۳۹۳,۱ ساعت پیش در تبریز | سواری و وانت,۷۳٬۰۰۰,۱۳۹۳,سفید,وانت پراید 151 SL,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,دنده‌ای,نقدی,خودرو سالم و سرحال,https://divar.ir/v/%D9%88%D8%A7%D9%86%D8%AA-%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-151-sl-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B9%DB%B3_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYvajQb3,,,,,
پراید صندوق‌دار CNG، مدل ۱۳۹۰,۱ ساعت پیش در تبریز | سواری و وانت,۲۵۰٬۰۰۰,۱۳۸۹,سفید,پراید صندوق‌دار CNG,سالم,سالم و پلمپ,رنگ‌شدگی، در چند ناحیه,۸ ماه,دنده‌ای,,مدل ۹۰ دوگانه کارخانه.درب راننده رنگ الباقی بی رنگ.اسی ها بدون ضربه و جوش.فنی تازه تعمیر.لاستیک معمولی.یوز اُن اوچ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D8%AF%D8%A7%D8%B1-cng-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B9%DB%B0_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYvOzxBf,,,غیرقابل نمایش,,
پراید 131 EX، مدل ۱۳۹۲,۱ ساعت پیش در تبریز | سواری و وانت,۳۲۰٬۰۰۰,۱۳۹۲,سفید,پراید 131 EX,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی,باسلام پراید ۱۳۱ بدون زنک بدون یک ریال خرجی مشتریه واقعایی تماس بگیر چون ماشین جیرانه,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-131-ex-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B9%DB%B2_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYvSDejp,,,,,
پراید 141 دوگانه سوز، مدل ۱۳۸۹,۱ ساعت پیش در تبریز | سواری و وانت,۲۴۵٬۰۰۰,۱۳۸۹,نقره‌ای,پراید 141 دوگانه سوز,سالم,,خط و خش جزیی,۱۱ ماه,دنده‌ای,,"ماشین کارمندی میباشد.
دوگانه بیرون است . قیمت 
شماره تماس جهت بازدید ***********",https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-141-%D8%AF%D9%88%DA%AF%D8%A7%D9%86%D9%87-%D8%B3%D9%88%D8%B2-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B8%DB%B9_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYvSDH0W,رنگ‌شده,سالم و پلمپ,,,
پراید 131 SE، مدل ۱۳۹۵ بدون رنگ,۲ ساعت پیش در تبریز | سواری و وانت,۹۰٬۰۰۰,۱۳۹۵,سفید,پراید 131 SE,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,نقدی,"مصرفی ها نو 
بدنه بی رنگ کامل 
تایر جلو نو 
فنی بی ایراد 
ماشین کارکرد واقعی ۹۰ تا
۲ برگ سند 

تماس",https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-131-se-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B9%DB%B5-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%86%DA%AF_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYvOzhrP,,,,,
پراید 131 SE، مدل ۱۳۹۷,۲ ساعت پیش در تبریز | سواری و وانت,۱۲۰٬۰۰۰,۱۳۹۷,سفید,پراید 131 SE,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,نقدی,باسلام‌پرایدمدل۱۳۹۷فول‌بیمه‌تابرج‌۹‌‌‌دوتیکه‌رنگ‌,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-131-se-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B9%DB%B7_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYvKTVqb,,,,,
پراید صندوق‌دار بنزینی، مدل ۱۳۸۳,۲ ساعت پیش در تبریز | سواری و وانت,۱۸۰٬۰۰۰,۱۳۸۳,نوک‌مدادی,پراید صندوق‌دار بنزینی,سالم,,خط و خش جزیی,۲ ماه,دنده‌ای,,"با سلام 
موتور تازه تعمیر شده 
عقب پلمپ و جلو از سمت راننده فشار جزئی دارد 
هر چهار لاستیک ۹۰ درصد 
روکش ها چرم و نو هست 
دزد گیر دارد 
ظاهرش کمی رسیدگی میخاد 
از بیمه‌اش ۲ماه مونده 
بازدید ۴۲متری کمیته ۵
لطفا بعد از ساعت ۱۹ تماس گرفته شود به علت وقت کاری 
ممنون از برنامه دیوار",https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D8%AF%D8%A7%D8%B1-%D8%A8%D9%86%D8%B2%DB%8C%D9%86%DB%8C-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B8%DB%B3_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYvKDMVK,ضربه‌خورده,سالم و پلمپ,,,
پراید 131 SE,۲ ساعت پیش در تبریز | سواری و وانت,۱۱۵٬۰۰۰,۱۳۹۷,سفید,پراید 131 SE,سالم,سالم و پلمپ,خط و خش جزیی,۴ ماه,دنده‌ای,نقدی,"با سلام لطفاً بعد از خواندن تمام مطالب زیر تماس بگیرید 
پراید ۱۳۱ SE تک گانه سوز هیدرولیک 
ماشین خانگی 
مناسب برای مصرف کننده
کف پوش ها سه بعدی نو 
دور فرمان چرم با کیلومتر طرح دنا 
تایر ها حدوداً ۵۰ درصد 
کمک ها و جلوبندی تازه سرویس کاری شده 
شیشه های عقب دودی٫جلو ساده 
سیستم صوتی Panasonic بلوتوث دار و شارژ سریع با دو باند کیفیت بالا که اینارم در نمیارم 
بیمه تا آخر شهریور ماه 
فنی کاملاً سالم سالم به شرط مکانیک 
تخفیف جزئی پای معامله
بازید فقط در آذرشهر 
با تشکر",https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-131-se_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYvOTHwy,,,,,
پراید صندوق‌دار CNG، مدل ۱۳۸۷,۲ ساعت پیش در تبریز | سواری و وانت,۱۸۹٬۰۰۰,۱۳۸۷,سفید,پراید صندوق‌دار CNG,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,نقدی,ماشین فقط ۱۸۹ تا کارکرده دوبرگ، همه چیزشم ب شرط کارشناسی شما میدم (چهار حلقه لاستیک نو زیرش بیمه ۱۱ ماه معاینه یک سال)(۶ ماه دوگانه کردم )موتورشم ب شرط مکانیکی شما (روکش چرم ،دزدگیر روشه فرمان جدید انداختم) ماشین بیرنگ فقط دولکه رنگ داره گلگیر جلو و بغل باک وسلام,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D8%AF%D8%A7%D8%B1-cng-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B8%DB%B7_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYtmdPsd,,,,,
پراید هاچبک، مدل ۱۳۸۸,۲ ساعت پیش در تبریز | سواری و وانت,۳۰۰٬۰۰۰,۱۳۸۸,مشکی,پراید هاچبک,سالم,,رنگ‌شدگی، در چند ناحیه,۹ ماه,دنده‌ای,,تکسوز بیمه برج ۹ جلو طرف شاگرد ضربه سقف بدون رنگ فنی درحد,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D9%87%D8%A7%DA%86%D8%A8%DA%A9-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B8%DB%B8_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYvCjKaF,ضربه‌خورده,سالم و پلمپ,,,
پراید 111 SE، مدل ۱۳۹۴,۲ ساعت پیش در تبریز | سواری و وانت,۱۰۱٬۰۰۰,۱۳۹۴,سفید,پراید 111 SE,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,دنده‌ای,نقدی,ماشین بدون ایراد بدون رنگ لاستیک ها درحد متوسط۷۰درصداتاق کیپ بدون صدا کم کارکرد بیمه هم نو ۳/۲۹بیمه شده دزد گیر هم روش هست,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-111-se-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B9%DB%B4_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYv-CP2g,,,,,
پراید 132 دوگانه سوز، مدل ۱۳۸۹ بدون رنگ,۲ ساعت پیش در تبریز | سواری و وانت,۳۰۰٬۰۰۰,۱۳۸۹,سفید,پراید 132 دوگانه سوز,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,نقدی,"باسلام 
پراید 132مدل مدل ۸۹ دوگانه بدون رنگ
جلو پلمپ از کارخانه بشرط
عقب پلمپ از کارخانه بشرط
سقف پلمپ بشرط
ستون ها پلمپ بشرط
بدون تصادف و بدون جوش و ایراد بشرط
فنی موتور گیربکس سالم بشرط
سواری بسیارنرم وراحت
تایر نو ۱۰۰٪
بیمه نو ۱۱ ماه دارد
خلاصه ماشین خیلی خوبیه
ادرس لوکیشن گذاشتم
آدرس:میدان آذربایجان خیابان پاسداران دوایستگاه مانده به آخر روبروی کافه معرفت
یاعلی.",https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-132-%D8%AF%D9%88%DA%AF%D8%A7%D9%86%D9%87-%D8%B3%D9%88%D8%B2-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B8%DB%B9-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%86%DA%AF_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYvCzDFr,,,,,
پراید 132 EX، مدل ۱۳۹۲,۲ ساعت پیش در تبریز | سواری و وانت,۱۳۲٬۰۰۰,۱۳۹۲,سفید,پراید 132 EX,سالم,,رنگ‌شدگی، در چند ناحیه,۹ ماه,دنده‌ای,,کاپوت جلو تعویض هست,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-132-ex-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B9%DB%B2_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYv2S-uC,رنگ‌شده,سالم و پلمپ,,,
پراید صندوق‌دار CNG، مدل ۱۳۸۲,۲ ساعت پیش در تبریز | سواری و وانت,۰,۱۳۸۲,سرمه‌ای,پراید صندوق‌دار CNG,سالم,,دوررنگ,۶ ماه,دنده‌ای,,پراید ۸۲ سرمه ای دوگانه سوز از عقب تصادف کرده ولی بدون رنگ کشیده شده از جلو پلمپ موتور تازه تعمیر,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D8%AF%D8%A7%D8%B1-cng-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B8%DB%B2_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYvyCjiP,سالم و پلمپ,ضربه‌خورده,,,
پراید 111 SX، مدل ۱۳۹۱,۲ ساعت پیش در تبریز | سواری و وانت,۲۰۰٬۰۰۰,۱۳۹۱,آبی,پراید 111 SX,سالم,سالم و پلمپ,رنگ‌شدگی، در چند ناحیه,۶ ماه,دنده‌ای,نقدی,"ماشین مدل ۹۱ هستش و ۲۰۰ هزار تا کار کرده
فنی ماشین سالم هستش و یک ریال خرج نداره .موتور و گیربکس صدا ندارن و سالم هستن
کمک هارو تازه عوض کردم و نو هستن ؛ لاستیک ها ۱۰۰ درصد هستن ، رینگ ها اسپرت
بیمه تا برج ۹ ؛ ماشین اسپرت و جوان پسند هستش؛ چراغ زنون ۳رنگ جلو، نور مخفی داخل کابین ، دوربین دنده عقب ، دزدگیر مجیکار
داخل ماشین هم کفپوش۳بعدی و زیرپایی ها و روکش همگی نو هستن
شاسی ها سالم هستش و جوشخوردگی هم حتی نداره
تشخیص رنگ هم بردمش کاپوت جلو و سمت راننده و درجلو سمت شاگرد رنگ داره ولی کاپوت عقب و گلگیرهای عقب و درب سمت شاگرد عقب بدون رنگ هستن
ماشین یک ریال خرج نداره و کاملا مناسب مصرف کننده هست 
لطفا کامل بخونین بعد تماس بگیرید همه چیزش رو نوشتم
درصورت امکان چت دیوار و پیامک ارسال شود تماس پاسخگو نیستم",https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-111-sx-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B9%DB%B1_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYv6ScdY,,,,,
پراید۹۴ دوگانه سوز در حد نو,۲ ساعت پیش در تبریز | سواری و وانت,۱۳۰٬۰۰۰,۱۳۹۴,سفید,پراید 131 دوگانه سوز,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,دنده‌ای,,"بدون رنگ 
دوگانه کارخانه
فنی سالم",https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF%DB%B9%DB%B4-%D8%AF%D9%88%DA%AF%D8%A7%D9%86%D9%87-%D8%B3%D9%88%D8%B2-%D8%AF%D8%B1-%D8%AD%D8%AF-%D9%86%D9%88_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYvyye9J,,,,اتوگالری نگین,
پراید 131 SE، مدل ۱۳۹۹,۲ ساعت پیش در تبریز | سواری و وانت,۲۷٬۰۰۰,۱۳۹۹,سفید,پراید 131 SE,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی,باسلام خودروفوق بدون رنگ رینگ اسپورت لاستیک نو بیمه نو روگش چرم اینه مانتوردار روشنایی زیرپایی مه شکن زیرپایی سه بعدی چراغا اسپورت موتورفنی درحدصفر کلن ماشین خوبی هستش خواهشن مشتری واقعی تماس بگیردچت هم جواب نمیدم فقط تماس فروش فوری...باتشکر,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-131-se-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B9%DB%B9_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYtaJL5G,,,,,
پراید 132 SE، مدل ۱۳۹۳,۲ ساعت پیش در تبریز | سواری و وانت,۰,۱۳۹۳,سفید,پراید 132 SE,,,دوررنگ,,,,تخفیف پای معامله تخفیف خوب میدم فروش فوری,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-132-se-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B9%DB%B3_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYtarHen,ضربه‌خورده,سالم و پلمپ,۱۰۵٬۰۰۰٬۰۰۰ تومان,,منصفانه
پراید صندوق‌دار CNG، مدل ۱۳۸۵,۲ ساعت پیش در تبریز | سواری و وانت,۴۰۰٬۰۰۰,۱۳۸۵,نقره‌ای,پراید صندوق‌دار CNG,سالم,سالم و پلمپ,دوررنگ,۷ ماه,دنده‌ای,نقدی,"پراید دوگانه سی‌ان‌جی
دور رنگ
جلو عقب پلمپ",https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D8%AF%D8%A7%D8%B1-cng-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B8%DB%B5_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYvuymt6,,,,,
پیکان وانت CNG، مدل ۱۳۸۴,۲ ساعت پیش در تبریز | سواری و وانت,۳۰۰٬۰۰۰,۱۳۸۴,سفید,پیکان وانت CNG,سالم,,دوررنگ,۳ ماه,دنده‌ای,,پیکان وانت دوگانه از جلو ضربه دارد عقب پلمپ لاستیک جلو نود درصد عقب ضعیف ضبط باند ندارد یه کمی هم پوسیدگی دارد معاوضه فقط با پراید پژو روا هم قیمت خودش کلید به کلید,https://divar.ir/v/%D9%BE%DB%8C%DA%A9%D8%A7%D9%86-%D9%88%D8%A7%D9%86%D8%AA-cng-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B8%DB%B4_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYvyCgUU,ضربه‌خورده,سالم و پلمپ,,,
پراید 132 دوگانه سوز، مدل ۱۳۸۸,۲ ساعت پیش در تبریز | سواری و وانت,۳۵۰٬۰۰۰,۱۳۸۸,نوک‌مدادی,پراید 132 دوگانه سوز,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,دنده‌ای,نقدی,لاستیک ها نو ، گلگیر عقب سمت راننده رنگ ، فنی در حد,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-132-%D8%AF%D9%88%DA%AF%D8%A7%D9%86%D9%87-%D8%B3%D9%88%D8%B2-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B8%DB%B8_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYvqy5OD,,,,,
پراید مدل 98,۲ ساعت پیش در تبریز | سواری و وانت,۳۰٬۰۰۰,۱۳۹۸,سفید,پراید 131 SE,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,دنده‌ای,نقدی,"سلام علیکم خودرو در حد صفر کم کار حدود 30
کیلومتر رانده شده
چهار حلقه لاستیک نو خارجی دارد.
کفپوش کاسه ای
بدون رنگ و بدون خط و خش می باشد.
بیمه تا آخر برج هفت دارد.
فنی در حد صفر
با تشکر از عوامل دیوار.
یا علی.....",https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D9%85%D8%AF%D9%84-98_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYviyeo8,,,,,
پراید هاچبک، مدل ۱۳۸۳,۲ ساعت پیش در تبریز | سواری و وانت,۳۵۰٬۰۰۰,۱۳۸۳,سفید,پراید هاچبک,سالم,سالم و پلمپ,دوررنگ,۴ ماه,دنده‌ای,نقدی,با سلام خودروی فوق دور رنگ ماشین خوش رخ فنی به شرط از جلو سمت شاگرد ضربه جزیی دارد ماشین کلن سر حالی هستش با تشکر از عوامل دیوار,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D9%87%D8%A7%DA%86%D8%A8%DA%A9-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B8%DB%B3_%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%D9%88-%D9%88%D8%A7%D9%86%D8%AA_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2__%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/gYvqSkyv,,,,,
